filename,url,sha256,class
anime_ks10028.jpeg,https://media.kitsu.app/anime/poster_images/10028/original.jpeg,ba6081768ad179e279451c27cca542c3bceccf18cb863fec983e5ab0048553a7,flat
anime_ks10740.jpg,https://media.kitsu.app/anime/poster_images/10740/original.jpg,8856449bc6ba9ff5f46dceda15ea70953e9682980ba4fa1ef0ad4168bb46182b,busy
anime_ks10800.jpg,https://media.kitsu.app/anime/poster_images/10800/original.jpg,d5e6092c051b8305228e97f5e2394a43c9c06cc66ae8cbf97fc1ef77ce55e106,flat
anime_ks10877.jpg,https://media.kitsu.app/anime/poster_images/10877/original.jpg,0bc18361dcbd16fa170ef44b989254c55c88c74880533969441d10edfdee97be,busy
anime_ks11110.png,https://media.kitsu.app/anime/poster_images/11110/original.png,890ba37b94e8b03e03c6f19f4d3d07ba887fd895147faea7374ad6f203e6c667,flat
anime_ks11469.png,https://media.kitsu.app/anime/poster_images/11469/original.png,91913583ce366d5c754809a3f4509bbe1977fea04c3662099a9a7bac965f379a,busy
anime_ks11614.jpg,https://media.kitsu.app/anime/poster_images/11614/original.jpg,fbc8d8cf8104f1f37ec78dd2ce8b50f9f85ca93d2f2ea6caf9a71d4d69b0f2c1,flat
anime_ks12.png,https://media.kitsu.app/anime/poster_images/12/original.png,6b7200debbd9a9327ea5219e9892e8dd4f4b4b3a48b088fde2633ac745e96b71,busy
anime_ks12268.jpg,https://media.kitsu.app/anime/poster_images/12268/original.jpg,9a955fdd306c6bcd2101d2720ceaaaab69afd160e765d58f2d4500b4679b77a6,busy
anime_ks13569.jpg,https://media.kitsu.app/anime/poster_images/13569/original.jpg,c9a7eb7f69bccf5f4e8c33fece14eefd439a2e4d3e2b998d5416f776ba86737a,flat
anime_ks1376.png,https://media.kitsu.app/anime/poster_images/1376/original.png,866d675d8e0ad6707437b796a6f43b3a2c0f7c99a4216a29e1f7e246bda13aa4,flat
anime_ks13881.jpg,https://media.kitsu.app/anime/poster_images/13881/original.jpg,2cfe8613915287a11373b864c2254665e91270476bbd1d6e7f309414b990bb95,busy
anime_ks1555.jpg,https://media.kitsu.app/anime/poster_images/1555/original.jpg,8f16bccd5360b7b7291c081a7009f07aa25177bedd781dde015d51a0b3f703d8,flat
anime_ks176.jpg,https://media.kitsu.app/anime/poster_images/176/original.jpg,33397f6b7e35e68ce395ff555887eaf7aec96e63cc015b043a77d7764445d213,flat
anime_ks3532.jpg,https://media.kitsu.app/anime/poster_images/3532/original.jpg,d341cb4eb43709efa218be45798d3fa21c9a0c1de8300368cc30ccac5ba36574,flat
anime_ks3936.png,https://media.kitsu.app/anime/poster_images/3936/original.png,c01c7b25669fe48a353cddb8e3c7b8dc53858a9c44935a130b6175e6b9dac96e,busy
anime_ks395.jpg,https://media.kitsu.app/anime/395/poster_image/39b44a8408c76fd0c6ae0969646b3906.jpg,02fca468c87ee72411e443dbf2296a57135dc1f25e7f45dccb15dba1e21659e2,flat
anime_ks41370.jpg,https://media.kitsu.app/anime/poster_images/41370/original.jpg,6636e068634fb0dd211868ad5b80b7056c77504451c022ad0848e0c592d24e6b,flat
anime_ks41982.jpg,https://media.kitsu.app/anime/poster_images/41982/original.jpg,4fe25b736c436c964445c5963468238fee8844c34c88128e207927f514a4249a,busy
anime_ks42422.png,https://media.kitsu.app/anime/poster_images/42422/original.png,f4d818c16c6189ac79841542971ce349d6040c8a446f15fb784402f6682b7b62,flat
anime_ks6448.png,https://media.kitsu.app/anime/poster_images/6448/original.png,8c9d37faf9e8e5034b266a9a4a8c1bbf6071c0fe78e27ac6c091256fbac2b55c,busy
anime_ks7442.jpg,https://media.kitsu.app/anime/poster_images/7442/original.jpg,44154872be16000150b49bfe160303f3bcb6c543b3eb7a95758af05c39b5d3d9,flat
anime_ks7881.jpg,https://media.kitsu.app/anime/poster_images/7881/original.jpg,395eaa1fb9e0d613896d5519b3e2241642fe45fa138b429f97221b2fee6b11b1,flat
anime_ks8271.jpg,https://media.kitsu.app/anime/poster_images/8271/original.jpg,b2da03465231ed5f59bba41ea05e9bc651444b0ff1aecd7eae1b9fdcced68046,flat
anime_ks8403.jpg,https://media.kitsu.app/anime/poster_images/8403/original.jpg,bf1b6a44f83926d319552018aa07d6f53751517ade43a497293d30fe3884a340,flat
anime_ks8671.jpg,https://media.kitsu.app/anime/poster_images/8671/original.jpg,5963c3753a45abc49789992586d1b5a0bbab4caf284b2befb9d33f39bdc885b8,busy
anime_ks8699.jpg,https://media.kitsu.app/anime/poster_images/8699/original.jpg,a847a5f0f89a40416346d95989f23a302f5557ea100ea5742f8ff171047fa3c7,busy
anime_ks9967.jpg,https://media.kitsu.app/anime/9967/poster_image/fd7b3b36fa8e01d97158652d7852065a.jpg,03f975a5f8128b4975c960913af19bd7471908ddaf9f0d2c60c624008f1db3f4,flat
novel_ks10022.jpg,https://media.kitsu.app/manga/10022/poster_image/912442256debc4f5091788f226329198.jpg,a2b6567e5f0275d9b99e9285f96e5f8f04ded175bcd1784ab5d4a66da0a80fa7,flat
novel_ks15364.jpg,https://media.kitsu.app/manga/poster_images/15364/original.jpg,17d0ab6b378ce41e76334ed9571d1c3e39219fc50dc567f696d4489e4ae2e5ca,flat
novel_ks16462.jpg,https://media.kitsu.app/manga/poster_images/16462/original.jpg,124aab3bfd773dbb74a1e57304bfa23cf2bef1d690c0bf2f6638747cbf781087,busy
novel_ks18471.jpg,https://media.kitsu.app/manga/poster_images/18471/original.jpg,c322aee68559b3cdda03a401274f467290b17db12e1bb52fe97a6a78c2cf07ee,flat
novel_ks19240.jpg,https://media.kitsu.app/manga/poster_images/19240/original.jpg,1a01ade2080e08d928baaacda8143a8added895e2990e6b0fe23b89fa039e0e5,flat
novel_ks20055.jpg,https://media.kitsu.app/manga/poster_images/20055/original.jpg,c4538eb2b3861698e196c511ced2dc1284aa185bbe4b3b20e90b9e5924611f59,flat
novel_ks23343.jpg,https://media.kitsu.app/manga/poster_images/23343/original.jpg,732811bed90d8e4792b73b552eb3d9d51d8ef07524226520c4e044e2adf68201,flat
novel_ks26168.jpg,https://media.kitsu.app/manga/poster_images/26168/original.jpg,7ce0866a746c11a25801acbb22623f3a88ba09c8ed16331f8efddb0ec233e8f7,busy
novel_ks26178.jpg,https://media.kitsu.app/manga/poster_images/26178/original.jpg,c63317ff6a41cb55abcfe2b1a2bb7d7dd1dc90208b52389c7bbe335f5e326e6f,flat
novel_ks26774.jpg,https://media.kitsu.app/manga/poster_images/26774/original.jpg,e2c8cb95ec7ba11c92c2210fee5ffa81c2d1bb3989ebf442efc276847c92dc28,flat
novel_ks26852.jpg,https://media.kitsu.app/manga/poster_images/26852/original.jpg,064175f50bbc105cb1330ac55836a756d6e204109237286d3852d482e4788cb9,flat
novel_ks26999.jpg,https://media.kitsu.app/manga/poster_images/26999/original.jpg,28b1073b3eb208061149e67496eb50d3266a4b28be6aefc539816cf84a88e7e7,busy
novel_ks3572.jpeg,https://media.kitsu.app/manga/poster_images/3572/original.jpeg,af83d709c65b13c23edb44b692c50fec42daa034681243952c4d5e5e01eb1b6e,flat
novel_ks35736.png,https://media.kitsu.app/manga/poster_images/35736/original.png,1b97249da5be0ee55b8d5edae00aa0711e2011f42d021a2fef56047dc71bc5ec,flat
novel_ks36702.jpg,https://media.kitsu.app/manga/poster_images/36702/original.jpg,942b18470144a4a6105b732af4606ceaaf2905429e3ee358743645d95d3f2aeb,busy
novel_ks38138.jpg,https://media.kitsu.app/manga/poster_images/38138/original.jpg,258246fbd742ae9f179236523a04f18ef417197966b2dbc88bed312015d1c386,busy
novel_ks38142.jpg,https://media.kitsu.app/manga/poster_images/38142/original.jpg,8b2b101633d5919ca984004c2e843d460ccf6bbe0fd663103c317c3e797b1d78,flat
novel_ks52286.jpg,https://media.kitsu.app/manga/52286/poster_image/5d20a9f5046bc8f83fc4ff932b907a28.jpg,37b1e545f6ead4c965d9d642828342fe479677f7afaa0f7fba599edc0537fade,flat
novel_ks5927.jpg,https://media.kitsu.app/manga/poster_images/5927/original.jpg,4ab325728c8abd48e8d1797c8d8c20c6cf5a73af1cac508dc4073a4766380058,busy
novel_ks6620.jpg,https://media.kitsu.app/manga/poster_images/6620/original.jpg,28814f45ea9e8f2a85a9e0a45103aadf2b529161a07e534b2fb0d7dba8a93dbe,flat
novel_ks7109.jpg,https://media.kitsu.app/manga/poster_images/7109/original.jpg,226a5e402c3f8cea536b0ecd3e804e1d03aaa4469d50a5327c956923f2784226,flat
novel_ks8132.jpg,https://media.kitsu.app/manga/poster_images/8132/original.jpg,efbffd3eb7e294ca36fb9953cade965fe676507ec7a8792958a9e29359e42b55,flat
